deployment_project_reference,datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id
ABO,OTN-Global,ABO-Nar03-04-CT CENTI-943-2017-09-21T21,OTN-GlobalABOABO-Nar03-04-CT CENTI-943-2017-09-21T21,Star-Oddi,CT CENTI,943,67.6655,-58.88583,2017-09-22T00:24:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar03-04
ABO,OTN-Global,ABO-Nar03-04-RBR TEMP-54068-2016,OTN-GlobalABOABO-Nar03-04-RBR TEMP-54068-2016,RBR,RBR TEMP,54068,67.66565,-58.8859,2016-09-18T12:22:00Z,2017-09-21T15:41:00Z,ABO,ManmadePlatform,ABO_Nar03-04
ABO,OTN-Global,ABO-Baff06-02-STAR ODDI DST CT-58917-2017-09-25T18,OTN-GlobalABOABO-Baff06-02-STAR ODDI DST CT-58917-2017-09-25T18,Star-Oddi,STAR ODDI DST CT,58917,67.68533333,-62.37283,2017-09-25T21:47:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff06-02
ABO,OTN-Global,ABO-Baff07-03-STAR ODDI DST CT-58937-2017-09-24T15,OTN-GlobalABOABO-Baff07-03-STAR ODDI DST CT-58937-2017-09-24T15,Star-Oddi,STAR ODDI DST CT,58937,66.61383333,-59.92567,2017-09-24T18:01:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff07-03
ABO,OTN-Global,ABO-Baff01-02-STAR ODDI DST CT-58941-2017-10-01T13,OTN-GlobalABOABO-Baff01-02-STAR ODDI DST CT-58941-2017-10-01T13,Star-Oddi,STAR ODDI DST CT,58941,72.00966667,-71.34383,2017-10-01T16:57:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff01-02
ABO,OTN-Global,ABO-Baff04-02-RBR DO LOGGER-79866-2017-10-07T20,OTN-GlobalABOABO-Baff04-02-RBR DO LOGGER-79866-2017-10-07T20,RBR,RBR DO LOGGER,79866,68.9785,-64.18317,2017-10-07T23:26:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff04-02
ABO,OTN-Global,ABO-Baff01-02-RBR DO LOGGER-79867-2017-10-01T13,OTN-GlobalABOABO-Baff01-02-RBR DO LOGGER-79867-2017-10-01T13,RBR,RBR DO LOGGER,79867,72.00966667,-71.34383,2017-10-01T16:57:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff01-02
ABO,OTN-Global,ABO-Baff06-02-RBR DO LOGGER-79868-2017-09-25T18,OTN-GlobalABOABO-Baff06-02-RBR DO LOGGER-79868-2017-09-25T18,RBR,RBR DO LOGGER,79868,67.68533333,-62.37283,2017-09-25T21:47:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff06-02
ABO,OTN-Global,ABO-Nar01-01-RBR-100816-2016,OTN-GlobalABOABO-Nar01-01-RBR-100816-2016,RBR,RBR,100816,68.1608,-59.7771,2016-09-18T06:06:00Z,2017-09-20T21:01:00Z,ABO,ManmadePlatform,ABO_Nar01-01
ABO,OTN-Global,ABO-Baff04-02-VR2W-113630-2017-10-07T20,OTN-GlobalABOABO-Baff04-02-VR2W-113630-2017-10-07T20,VEMCO,VR2W,113630,68.9785,-64.18317,2017-10-07T23:26:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff04-02
ABO,OTN-Global,ABO-Baff04-02-VR2W-113630-2016,OTN-GlobalABOABO-Baff04-02-VR2W-113630-2016,VEMCO,VR2W,113630,68.97877,-64.18338,2016-09-06T12:20:00Z,2017-10-07T21:11:00Z,ABO,ManmadePlatform,ABO_Baff04-02
ABO,OTN-Global,ABO-Nar04-03-VR2W-113633-2017-09-21T18,OTN-GlobalABOABO-Nar04-03-VR2W-113633-2017-09-21T18,VEMCO,VR2W,113633,67.45381667,-58.28548,2017-09-21T21:13:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar04-03
ABO,OTN-Global,ABO-Nar04-03-VR2W-113633-2016,OTN-GlobalABOABO-Nar04-03-VR2W-113633-2016,VEMCO,VR2W,113633,67.45382,-58.28622,2016-09-18T15:56:00Z,2017-09-21T19:36:00Z,ABO,ManmadePlatform,ABO_Nar04-03
ABO,OTN-Global,ABO-Nar04-01-VR2W-113639-2017-09-21T18,OTN-GlobalABOABO-Nar04-01-VR2W-113639-2017-09-21T18,VEMCO,VR2W,113639,67.4064,-58.46565,2017-09-21T21:52:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar04-01
ABO,OTN-Global,ABO-Nar04-01-VR2W-113639-2016,OTN-GlobalABOABO-Nar04-01-VR2W-113639-2016,VEMCO,VR2W,113639,67.40643,-58.46613,2016-09-18T16:48:00Z,2017-09-21T18:03:00Z,ABO,ManmadePlatform,ABO_Nar04-01
ABO,OTN-Global,ABO-Baff04-03-VR2W-113648-2016,OTN-GlobalABOABO-Baff04-03-VR2W-113648-2016,VEMCO,VR2W,113648,68.97877,-64.25613,2016-09-06T11:52:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff04-03
ABO,OTN-Global,ABO-Baff04-01-VR2W-113649-2017-10-07T20,OTN-GlobalABOABO-Baff04-01-VR2W-113649-2017-10-07T20,VEMCO,VR2W,113649,68.97783333,-64.086,2017-10-07T23:26:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff04-01
ABO,OTN-Global,ABO-Baff04-01-VR2W-113649-2016,OTN-GlobalABOABO-Baff04-01-VR2W-113649-2016,VEMCO,VR2W,113649,68.9778,-64.08512,2016-09-06T12:49:00Z,2017-10-07T20:20:00Z,ABO,ManmadePlatform,ABO_Baff04-01
ABO,OTN-Global,ABO-Nar04-02-VR2W-113654-2016,OTN-GlobalABOABO-Nar04-02-VR2W-113654-2016,VEMCO,VR2W,113654,67.43628,-58.33345,2016-09-18T16:14:00Z,2017-09-21T19:00:00Z,ABO,ManmadePlatform,ABO_Nar04-02
ABO,OTN-Global,ABO-Nar03-02-VR2W-113667-2017-09-21T21,OTN-GlobalABOABO-Nar03-02-VR2W-113667-2017-09-21T21,VEMCO,VR2W,113667,67.64733333,-58.9475,2017-09-22T00:11:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar03-02
ABO,OTN-Global,ABO-Nar03-02-VR2W-113667-2016,OTN-GlobalABOABO-Nar03-02-VR2W-113667-2016,VEMCO,VR2W,113667,67.6475,-58.94755,2016-09-18T13:00:00Z,2017-09-21T14:45:00Z,ABO,ManmadePlatform,ABO_Nar03-02
ABO,OTN-Global,ABO-Baff06-02-VR2W-122783-2017-09-25T18,OTN-GlobalABOABO-Baff06-02-VR2W-122783-2017-09-25T18,VEMCO,VR2W,122783,67.68533333,-62.37283,2017-09-25T21:47:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff06-02
ABO,OTN-Global,ABO-Baff06-02-VR2W-122783-2016,OTN-GlobalABOABO-Baff06-02-VR2W-122783-2016,VEMCO,VR2W,122783,67.68628,-62.37112,2016-09-01T05:12:00Z,2017-09-25T18:43:00Z,ABO,ManmadePlatform,ABO_Baff06-02
ABO,OTN-Global,ABO-Nar05-02-VR2W-122785-2016,OTN-GlobalABOABO-Nar05-02-VR2W-122785-2016,VEMCO,VR2W,122785,67.2495,-60.38247,2016-08-31T21:50:00Z,2017-09-22T23:18:00Z,ABO,ManmadePlatform,ABO_Nar05-02
ABO,OTN-Global,ABO-Nar05-02-VR2W-122785-2017-09-22T22,OTN-GlobalABOABO-Nar05-02-VR2W-122785-2017-09-22T22,VEMCO,VR2W,122785,67.2555,-60.382,2017-09-23T01:40:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar05-02
ABO,OTN-Global,ABO-Baff06-01-VR2W-122788-2016,OTN-GlobalABOABO-Baff06-01-VR2W-122788-2016,VEMCO,VR2W,122788,67.64423,-62.4104,2016-09-01T05:30:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff06-01
ABO,OTN-Global,ABO-Baff06-03-VR2W-122792-2017-09-25T19,OTN-GlobalABOABO-Baff06-03-VR2W-122792-2017-09-25T19,VEMCO,VR2W,122792,67.75416667,-62.30267,2017-09-25T22:21:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff06-03
ABO,OTN-Global,ABO-Baff06-03-VR2W-122792-2016,OTN-GlobalABOABO-Baff06-03-VR2W-122792-2016,VEMCO,VR2W,122792,67.7546,-62.30852,2016-09-01T04:35:00Z,2017-09-25T18:47:00Z,ABO,ManmadePlatform,ABO_Baff06-03
ABO,OTN-Global,ABO-Nar02-02-VR2W-127911-2017-09-21T01,OTN-GlobalABOABO-Nar02-02-VR2W-127911-2017-09-21T01,VEMCO,VR2W,127911,67.85748333,-59.32533,2017-09-21T04:08:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar02-02
ABO,OTN-Global,ABO-Nar02-02-VR2W-127911-2016,OTN-GlobalABOABO-Nar02-02-VR2W-127911-2016,VEMCO,VR2W,127911,67.85748,-59.32528,2016-09-18T09:56:00Z,2017-09-21T01:35:00Z,ABO,ManmadePlatform,ABO_Nar02-02
ABO,OTN-Global,ABO-Baff01-03-VR2W-127916-2017-10-01T14,OTN-GlobalABOABO-Baff01-03-VR2W-127916-2017-10-01T14,VEMCO,VR2W,127916,72.04216667,-71.241,2017-10-01T17:25:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff01-03
ABO,OTN-Global,ABO-Baff01-03-VR2W-127916-2016,OTN-GlobalABOABO-Baff01-03-VR2W-127916-2016,VEMCO,VR2W,127916,72.04222,-71.24047,2016-09-09T05:36:00Z,2017-10-01T14:27:00Z,ABO,ManmadePlatform,ABO_Baff01-03
ABO,OTN-Global,ABO-Baff07-03-VR2W-127917-2017-09-24T15,OTN-GlobalABOABO-Baff07-03-VR2W-127917-2017-09-24T15,VEMCO,VR2W,127917,66.61383333,-59.92567,2017-09-24T18:01:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff07-03
ABO,OTN-Global,ABO-Baff07-03-VR2W-127917-2016,OTN-GlobalABOABO-Baff07-03-VR2W-127917-2016,VEMCO,VR2W,127917,66.59733,-59.96162,2016-08-31T15:00:00Z,2017-09-24T17:10:00Z,ABO,ManmadePlatform,ABO_Baff07-03
ABO,OTN-Global,ABO-Nar05-03-VR2W-127919-2017-09-22T22,OTN-GlobalABOABO-Nar05-03-VR2W-127919-2017-09-22T22,VEMCO,VR2W,127919,67.256,-60.25617,2017-09-23T01:59:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar05-03
ABO,OTN-Global,ABO-Nar05-03-VR2W-127919-2016,OTN-GlobalABOABO-Nar05-03-VR2W-127919-2016,VEMCO,VR2W,127919,67.25042,-60.25477,2016-08-31T21:20:00Z,2017-09-23T00:05:00Z,ABO,ManmadePlatform,ABO_Nar05-03
ABO,OTN-Global,ABO-Nar05-01-VR2W-127920-2016,OTN-GlobalABOABO-Nar05-01-VR2W-127920-2016,VEMCO,VR2W,127920,67.25,-60.49998,2016-08-31T07:00:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar05-01
ABO,OTN-Global,ABO-Nar01-04-VR2W-127923-2017-09-21T04,OTN-GlobalABOABO-Nar01-04-VR2W-127923-2017-09-21T04,VEMCO,VR2W,127923,68.16975,-59.62117,2017-09-21T07:00:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar01-04
ABO,OTN-Global,ABO-Nar01-04-VR2W-127923-2016,OTN-GlobalABOABO-Nar01-04-VR2W-127923-2016,VEMCO,VR2W,127923,68.16967,-59.62118,2016-09-18T06:59:00Z,2017-09-20T22:43:00Z,ABO,ManmadePlatform,ABO_Nar01-04
ABO,OTN-Global,ABO-Nar01-01-VR2W-127924-2017-09-21T03,OTN-GlobalABOABO-Nar01-01-VR2W-127924-2017-09-21T03,VEMCO,VR2W,127924,68.16055,-59.7769,2017-09-21T06:25:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar01-01
ABO,OTN-Global,ABO-Nar01-01-VR2W-127924-2016,OTN-GlobalABOABO-Nar01-01-VR2W-127924-2016,VEMCO,VR2W,127924,68.1608,-59.7771,2016-09-18T06:06:00Z,2017-09-20T21:01:00Z,ABO,ManmadePlatform,ABO_Nar01-01
ABO,OTN-Global,ABO-Baff07-01-VR2W-127928-2017-09-24T19,OTN-GlobalABOABO-Baff07-01-VR2W-127928-2017-09-24T19,VEMCO,VR2W,127928,66.84233333,-59.42983,2017-09-24T22:31:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff07-01
ABO,OTN-Global,ABO-Baff07-01-VR2W-127928-2016,OTN-GlobalABOABO-Baff07-01-VR2W-127928-2016,VEMCO,VR2W,127928,66.83978,-59.43223,2016-08-31T17:20:00Z,2017-09-24T21:31:00Z,ABO,ManmadePlatform,ABO_Baff07-01
ABO,OTN-Global,ABO-Baff07-02-VR2W-127931-2017-09-24T17,OTN-GlobalABOABO-Baff07-02-VR2W-127931-2017-09-24T17,VEMCO,VR2W,127931,66.71583333,-59.69333,2017-09-24T20:11:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff07-02
ABO,OTN-Global,ABO-Baff07-02-VR2W-127931-2016,OTN-GlobalABOABO-Baff07-02-VR2W-127931-2016,VEMCO,VR2W,127931,66.71638,-59.69172,2016-08-31T16:10:00Z,2017-09-24T19:18:00Z,ABO,ManmadePlatform,ABO_Baff07-02
ABO,OTN-Global,ABO-Nar03-01-VR2W-127933-2017-09-21T21,OTN-GlobalABOABO-Nar03-01-VR2W-127933-2017-09-21T21,VEMCO,VR2W,127933,67.64333,-58.97167,2017-09-22T00:04:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar03-01
ABO,OTN-Global,ABO-Nar03-01-VR2W-127933-2016,OTN-GlobalABOABO-Nar03-01-VR2W-127933-2016,VEMCO,VR2W,127933,67.63975,-58.97228,2016-09-18T13:15:00Z,2017-09-21T14:11:00Z,ABO,ManmadePlatform,ABO_Nar03-01
ABO,OTN-Global,ABO-Baff03-01-VR2W-127934-2017-09-29T21,OTN-GlobalABOABO-Baff03-01-VR2W-127934-2017-09-29T21,VEMCO,VR2W,127934,70.68316667,-66.80183,2017-09-30T00:56:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff03-01
ABO,OTN-Global,ABO-Baff03-01-VR2W-127934-2016,OTN-GlobalABOABO-Baff03-01-VR2W-127934-2016,VEMCO,VR2W,127934,70.68323,-66.8139,2016-09-07T02:35:00Z,2017-09-29T23:15:00Z,ABO,ManmadePlatform,ABO_Baff03-01
ABO,OTN-Global,ABO-Baff03-02-VR2W-127935-2017-09-29T22,OTN-GlobalABOABO-Baff03-02-VR2W-127935-2017-09-29T22,VEMCO,VR2W,127935,70.68683333,-66.766,2017-09-30T01:04:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff03-02
ABO,OTN-Global,ABO-Baff03-02-VR2W-127935-2016,OTN-GlobalABOABO-Baff03-02-VR2W-127935-2016,VEMCO,VR2W,127935,70.68698,-66.76618,2016-09-07T02:50:00Z,2017-09-29T23:42:00Z,ABO,ManmadePlatform,ABO_Baff03-02
ABO,OTN-Global,ABO-Baff03-03-VR2W-127936-2017-09-29T21,OTN-GlobalABOABO-Baff03-03-VR2W-127936-2017-09-29T21,VEMCO,VR2W,127936,70.69333333,-66.68667,2017-09-30T00:56:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff03-03
ABO,OTN-Global,ABO-Baff03-03-VR2W-127936-2016,OTN-GlobalABOABO-Baff03-03-VR2W-127936-2016,VEMCO,VR2W,127936,70.6934,-66.68692,2016-09-07T03:10:00Z,2017-09-30T00:15:00Z,ABO,ManmadePlatform,ABO_Baff03-03
ABO,OTN-Global,ABO-Baff01-01-VR2W-127937-2017-10-01T13,OTN-GlobalABOABO-Baff01-01-VR2W-127937-2017-10-01T13,VEMCO,VR2W,127937,71.97733333,-71.44217,2017-10-01T16:33:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff01-01
ABO,OTN-Global,ABO-Baff01-01-VR2W-127937-2016,OTN-GlobalABOABO-Baff01-01-VR2W-127937-2016,VEMCO,VR2W,127937,71.97833,-71.44208,2016-09-09T04:45:00Z,2017-10-01T15:46:00Z,ABO,ManmadePlatform,ABO_Baff01-01
ABO,OTN-Global,ABO-Baff01-02-VR2W-127938-2017-10-01T13,OTN-GlobalABOABO-Baff01-02-VR2W-127938-2017-10-01T13,VEMCO,VR2W,127938,72.00966667,-71.34383,2017-10-01T16:57:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff01-02
ABO,OTN-Global,ABO-Baff01-02-VR2W-127938-2016,OTN-GlobalABOABO-Baff01-02-VR2W-127938-2016,VEMCO,VR2W,127938,72.00928,-71.34455,2016-09-09T05:08:00Z,2017-10-01T15:09:00Z,ABO,ManmadePlatform,ABO_Baff01-02
ABO,OTN-Global,ABO-Nar02-03-VR2W-127939-2017-09-21T00,OTN-GlobalABOABO-Nar02-03-VR2W-127939-2017-09-21T00,VEMCO,VR2W,127939,67.86451667,-59.29795,2017-09-21T03:54:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar02-03
ABO,OTN-Global,ABO-Nar02-03-VR2W-127939-2016,OTN-GlobalABOABO-Nar02-03-VR2W-127939-2016,VEMCO,VR2W,127939,67.86472,-59.29842,2016-09-18T10:20:00Z,2017-09-21T02:04:00Z,ABO,ManmadePlatform,ABO_Nar02-03
ABO,OTN-Global,ABO-Nar05-01-VR2W-129897-2017-09-22T22,OTN-GlobalABOABO-Nar05-01-VR2W-129897-2017-09-22T22,VEMCO,VR2W,129897,67.2555,-60.48917,2017-09-23T01:22:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar05-01
ABO,OTN-Global,ABO-Nar01-03-VR2W-129898-2017-09-21T03,OTN-GlobalABOABO-Nar01-03-VR2W-129898-2017-09-21T03,VEMCO,VR2W,129898,68.1647,-59.71857,2017-09-21T06:44:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar01-03
ABO,OTN-Global,ABO-Nar01-03-VR2W-129898-2016,OTN-GlobalABOABO-Nar01-03-VR2W-129898-2016,VEMCO,VR2W,129898,68.16463,-59.71915,2016-09-18T06:35:00Z,2017-09-20T22:04:00Z,ABO,ManmadePlatform,ABO_Nar01-03
ABO,OTN-Global,ABO-Baff06-01-VR2W-129900-2017-09-25T18,OTN-GlobalABOABO-Baff06-01-VR2W-129900-2017-09-25T18,VEMCO,VR2W,129900,67.65016667,-62.402,2017-09-25T21:20:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff06-01
ABO,OTN-Global,ABO-Nar02-01-VR2W-129904-2017-09-21T01,OTN-GlobalABOABO-Nar02-01-VR2W-129904-2017-09-21T01,VEMCO,VR2W,129904,67.84996667,-59.36563,2017-09-21T04:18:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar02-01
ABO,OTN-Global,ABO-Nar02-01-VR2W-129904-2016,OTN-GlobalABOABO-Nar02-01-VR2W-129904-2016,VEMCO,VR2W,129904,67.84975,-59.36618,2016-09-18T09:31:00Z,2017-09-21T01:02:00Z,ABO,ManmadePlatform,ABO_Nar02-01
ABO,OTN-Global,ABO-Nar02-04-VR2W-129905-2017-09-21T00,OTN-GlobalABOABO-Nar02-04-VR2W-129905-2017-09-21T00,VEMCO,VR2W,129905,67.87696667,-59.24472,2017-09-21T03:36:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar02-04
ABO,OTN-Global,ABO-Nar02-04-VR2W-129905-2016,OTN-GlobalABOABO-Nar02-04-VR2W-129905-2016,VEMCO,VR2W,129905,67.87742,-59.2457,2016-09-18T10:37:00Z,2017-09-21T02:35:00Z,ABO,ManmadePlatform,ABO_Nar02-04
ABO,OTN-Global,ABO-Nar04-04-VR2W-129906-2017-09-21T17,OTN-GlobalABOABO-Nar04-04-VR2W-129906-2017-09-21T17,VEMCO,VR2W,129906,67.4741,-58.22048,2017-09-21T20:57:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar04-04
ABO,OTN-Global,ABO-Nar04-04-VR2W-129906-2016,OTN-GlobalABOABO-Nar04-04-VR2W-129906-2016,VEMCO,VR2W,129906,67.47412,-58.22057,2016-09-18T15:36:00Z,2017-09-21T20:11:00Z,ABO,ManmadePlatform,ABO_Nar04-04
ABO,OTN-Global,ABO-Nar01-02-VR2W-129908-2017-09-21T03,OTN-GlobalABOABO-Nar01-02-VR2W-129908-2017-09-21T03,VEMCO,VR2W,129908,68.16326667,-59.74158,2017-09-21T06:37:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar01-02
ABO,OTN-Global,ABO-Nar01-02-VR2W-129908-2016,OTN-GlobalABOABO-Nar01-02-VR2W-129908-2016,VEMCO,VR2W,129908,68.16305,-59.74157,2016-09-18T06:19:00Z,2017-09-20T21:34:00Z,ABO,ManmadePlatform,ABO_Nar01-02
ABO,OTN-Global,ABO-Nar03-04-VR2W-129911-2017-09-21T21,OTN-GlobalABOABO-Nar03-04-VR2W-129911-2017-09-21T21,VEMCO,VR2W,129911,67.6655,-58.88583,2017-09-22T00:24:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar03-04
ABO,OTN-Global,ABO-Nar03-04-VR2W-129911-2016,OTN-GlobalABOABO-Nar03-04-VR2W-129911-2016,VEMCO,VR2W,129911,67.66565,-58.8859,2016-09-18T12:22:00Z,2017-09-21T15:41:00Z,ABO,ManmadePlatform,ABO_Nar03-04
ABO,OTN-Global,ABO-Nar04-02-VR2W-129912-2017-09-21T18,OTN-GlobalABOABO-Nar04-02-VR2W-129912-2017-09-21T18,VEMCO,VR2W,129912,67.43645,-58.33633,2017-09-21T21:26:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar04-02
ABO,OTN-Global,ABO-Baff04-03-VR2W-129914-2017-10-07T19,OTN-GlobalABOABO-Baff04-03-VR2W-129914-2017-10-07T19,VEMCO,VR2W,129914,68.9795,-64.25567,2017-10-07T22:57:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff04-03
ABO,OTN-Global,ABO-Nar03-03-VR2W-129920-2017-09-21T21,OTN-GlobalABOABO-Nar03-03-VR2W-129920-2017-09-21T21,VEMCO,VR2W,129920,67.65566667,-58.91883,2017-09-22T00:17:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar03-03
ABO,OTN-Global,ABO-Nar03-03-VR2W-129920-2016,OTN-GlobalABOABO-Nar03-03-VR2W-129920-2016,VEMCO,VR2W,129920,67.65585,-58.91883,2016-09-18T12:38:00Z,2017-09-21T15:15:00Z,ABO,ManmadePlatform,ABO_Nar03-03
ABO,OTN-Global,ABO-Nar03-04-SM3M-407368-2016,OTN-GlobalABOABO-Nar03-04-SM3M-407368-2016,UNKNOWN,SM3M,407368,67.66565,-58.8859,2016-09-18T12:22:00Z,2017-09-21T15:41:00Z,ABO,ManmadePlatform,ABO_Nar03-04
ABO,OTN-Global,ABO-Baff04-03-SM2M-4032837-2016,OTN-GlobalABOABO-Baff04-03-SM2M-4032837-2016,Wildlife Acoustics,SM2M,4032837,68.97877,-64.25613,2016-09-06T11:52:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff04-03
ABO,OTN-Global,ABO-Nar01-04-STAR ODDI DST CENTI-C8129-2017-09-21T04,OTN-GlobalABOABO-Nar01-04-STAR ODDI DST CENTI-C8129-2017-09-21T04,Star-Oddi,STAR ODDI DST CENTI,C8129,68.16975,-59.62117,2017-09-21T07:00:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar01-04
ABO,OTN-Global,ABO-Nar01-04-TEMP STAR ODDI-C8129-2016,OTN-GlobalABOABO-Nar01-04-TEMP STAR ODDI-C8129-2016,Star-Oddi,TEMP STAR ODDI,C8129,68.16967,-59.62118,2016-09-18T06:59:00Z,2017-09-20T22:43:00Z,ABO,ManmadePlatform,ABO_Nar01-04
ABO,OTN-Global,ABO-Baff04-02-STAR ODDI DST CENTI-C8130-2017-10-07T20,OTN-GlobalABOABO-Baff04-02-STAR ODDI DST CENTI-C8130-2017-10-07T20,Star-Oddi,STAR ODDI DST CENTI,C8130,68.9785,-64.18317,2017-10-07T23:10:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Baff04-02
ABO,OTN-Global,ABO-Nar01-03-STAR ODDI DST CENTI-C8131-2017-09-21T03,OTN-GlobalABOABO-Nar01-03-STAR ODDI DST CENTI-C8131-2017-09-21T03,Star-Oddi,STAR ODDI DST CENTI,C8131,68.1647,-59.71857,2017-09-21T06:44:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar01-03
ABO,OTN-Global,ABO-Nar04-03-STAR ODDI DST CENTI-C8133-2017-09-21T18,OTN-GlobalABOABO-Nar04-03-STAR ODDI DST CENTI-C8133-2017-09-21T18,Star-Oddi,STAR ODDI DST CENTI,C8133,67.45381667,-58.28548,2017-09-21T21:13:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar04-03
ABO,OTN-Global,ABO-Nar04-03-TEMP STAR ODDI-C8133-2016,OTN-GlobalABOABO-Nar04-03-TEMP STAR ODDI-C8133-2016,Star-Oddi,TEMP STAR ODDI,C8133,67.45382,-58.28622,2016-09-18T15:56:00Z,2017-09-21T19:36:00Z,ABO,ManmadePlatform,ABO_Nar04-03
ABO,OTN-Global,ABO-Nar04-04-STAR ODDI DST CENTI-C8136-2017-09-21T17,OTN-GlobalABOABO-Nar04-04-STAR ODDI DST CENTI-C8136-2017-09-21T17,Star-Oddi,STAR ODDI DST CENTI,C8136,67.4741,-58.22048,2017-09-21T20:57:00Z,1900-01-01T00:00:00Z,ABO,ManmadePlatform,ABO_Nar04-04
ABO,OTN-Global,ABO-Nar04-04-TEMP STAR ODDI-C8136-2016-09-18T12,OTN-GlobalABOABO-Nar04-04-TEMP STAR ODDI-C8136-2016-09-18T12,Star-Oddi,TEMP STAR ODDI,C8136,67.474117,-58.220567,2016-09-18T15:36:00Z,2017-09-21T20:11:00Z,ABO,ManmadePlatform,ABO_Nar04-04
ACB,OTN-Global,ACB001-VR2W-110117-1,OTN-GlobalACBACB001-VR2W-110117-1,VEMCO,VR2W,110117,68.93934,-108.51063,2013-07-23T15:51:58Z,2014-08-08T10:30:00Z,ACB,ManmadePlatform,ACB_ACB001
ACB,OTN-Global,ACB073-110117-2016-2,OTN-GlobalACBACB073-110117-2016-2,VEMCO,VR2W,110117,69.42606,-105.15962,2016-08-11T07:00:00Z,1900-01-01T00:00:00Z,ACB,ManmadePlatform,ACB_ACB073
ACB,OTN-Global,ACB024-VR2W-110117-3,OTN-GlobalACBACB024-VR2W-110117-3,VEMCO,VR2W,110117,69.08325,-105.32323,2015-07-30T21:30:00Z,2016-07-28T02:59:59Z,ACB,ManmadePlatform,ACB_ACB024
ACB,OTN-Global,ACB004-VR2W-110119-1,OTN-GlobalACBACB004-VR2W-110119-1,VEMCO,VR2W,110119,69.15129,-107.08951,2013-08-13T22:31:21Z,2014-08-18T20:30:00Z,ACB,ManmadePlatform,ACB_ACB004
