deployment_project_reference,datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id
CASSB,OTN-Global,CASSB-Hammond River Covered Bridge-VR2W-104836-2015,OTN-GlobalCASSBCASSB-Hammond River Covered Bridge-VR2W-104836-2015,VEMCO,VR2W,104836,45.48108,-65.89777,2015-10-28T17:20:00Z,2016-11-05T20:23:00Z,CASSB,ManmadePlatform,CASSB_Hammond River Covered Bridge
CASSB,OTN-Global,CASSB-Mckinley Ferry-VR2W-104838-2015,OTN-GlobalCASSBCASSB-Mckinley Ferry-VR2W-104838-2015,VEMCO,VR2W,104838,45.95984,-66.82712,2015-09-09T21:00:00Z,2015-10-08T18:00:00Z,CASSB,ManmadePlatform,CASSB_Mckinley Ferry
CASSB,OTN-Global,CASSB-Mckinley Ferry-VR2W-104838-2015-2,OTN-GlobalCASSBCASSB-Mckinley Ferry-VR2W-104838-2015-2,VEMCO,VR2W,104838,45.95975,-66.82733,2015-10-08T18:15:00Z,2016-09-20T14:35:00Z,CASSB,ManmadePlatform,CASSB_Mckinley Ferry
CASSB,OTN-Global,CASSB-Tip of Darlings Island-VR2W-104838-2014,OTN-GlobalCASSBCASSB-Tip of Darlings Island-VR2W-104838-2014,VEMCO,VR2W,104838,45.52048,-65.86378,2014-10-16T17:00:00Z,2015-09-02T18:15:00Z,CASSB,ManmadePlatform,CASSB_Tip of Darlings Island
CASSB,OTN-Global,CASSB-Grand Bay Lower-VR2W-104838-2016-09-25T12,OTN-GlobalCASSBCASSB-Grand Bay Lower-VR2W-104838-2016-09-25T12,VEMCO,VR2W,104838,45.29712,-66.14366,2016-09-25T15:13:00Z,2017-07-10T16:40:00Z,CASSB,ManmadePlatform,CASSB_Grand Bay Lower
CASSB,OTN-Global,CASSB-Washademoak Deep entrance hole-VR2W-107385-2015,OTN-GlobalCASSBCASSB-Washademoak Deep entrance hole-VR2W-107385-2015,VEMCO,VR2W,107385,45.69736,-66.06899,2015-11-02T20:12:00Z,2016-10-14T14:05:00Z,CASSB,ManmadePlatform,CASSB_Washademoak Deep entrance hole
CASSB,OTN-Global,CASSB-Swan Creek-VR2W-107385-1,OTN-GlobalCASSBCASSB-Swan Creek-VR2W-107385-1,VEMCO,VR2W,107385,45.85276,-66.26662,2013-11-13T04:00:00Z,2014-11-26T14:15:00Z,CASSB,ManmadePlatform,CASSB_Swan Creek
CASSB,OTN-Global,CASSB-Hammond Covered Bridge-VR2W-107385-2015,OTN-GlobalCASSBCASSB-Hammond Covered Bridge-VR2W-107385-2015,VEMCO,VR2W,107385,45.48085,-65.89941,2015-04-26T15:00:00Z,2015-10-28T17:20:00Z,CASSB,ManmadePlatform,CASSB_Hammond Covered Bridge
CASSB,OTN-Global,CASSB-Upper Darling's lake-VR2W-107385-2017-06-07T13,OTN-GlobalCASSBCASSB-Upper Darling's lake-VR2W-107385-2017-06-07T13,VEMCO,VR2W,107385,45.50905,-65.8587,2017-06-07T16:10:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Upper Darling's lake
CASSB,OTN-Global,CASSB-Long point Ferry-VR2W-107385-2016,OTN-GlobalCASSBCASSB-Long point Ferry-VR2W-107385-2016,VEMCO,VR2W,107385,45.61155,-65.90112,2016-10-25T14:11:00Z,2017-05-31T17:00:00Z,CASSB,ManmadePlatform,CASSB_Long point Ferry
CASSB,OTN-Global,CASSB-Saint John Harbour South-VR2W-109549-2015,OTN-GlobalCASSBCASSB-Saint John Harbour South-VR2W-109549-2015,VEMCO,VR2W,109549,45.23586,-66.09775,2015-04-19T09:30:00Z,2015-10-27T21:15:00Z,CASSB,ManmadePlatform,CASSB_Saint John Harbour South
CASSB,OTN-Global,CASSB-Grand Lake Middle-VR2W-109549-1,OTN-GlobalCASSBCASSB-Grand Lake Middle-VR2W-109549-1,VEMCO,VR2W,109549,46.01688,-66.00755,2012-10-15T17:20:00Z,2014-11-06T08:50:00Z,CASSB,ManmadePlatform,CASSB_Grand Lake Middle
CASSB,OTN-Global,CASSB-Oromocto River-VR2W-109549-2015,OTN-GlobalCASSBCASSB-Oromocto River-VR2W-109549-2015,VEMCO,VR2W,109549,45.85258,-66.49403,2015-11-02T14:50:00Z,2016-10-09T17:12:00Z,CASSB,ManmadePlatform,CASSB_Oromocto River
CASSB,OTN-Global,CASSB-Darling's Deep hole-VR2W-109549-2017-08-08T16,OTN-GlobalCASSBCASSB-Darling's Deep hole-VR2W-109549-2017-08-08T16,VEMCO,VR2W,109549,45.49893,-65.87813,2017-08-08T19:10:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Darling's Deep hole
CASSB,OTN-Global,CASSB-Hartts island-VR2W-109549-2016,OTN-GlobalCASSBCASSB-Hartts island-VR2W-109549-2016,VEMCO,VR2W,109549,45.96872,-66.74703,2016-10-13T14:35:00Z,2017-07-23T17:10:00Z,CASSB,ManmadePlatform,CASSB_Hartts island
CASSB,OTN-Global,CASSB-Nackawic Line Middle_Upper-VR2W-109550-1,OTN-GlobalCASSBCASSB-Nackawic Line Middle_Upper-VR2W-109550-1,VEMCO,VR2W,109550,45.9911,-67.21822,2014-05-07T18:50:00Z,2014-07-08T19:45:00Z,CASSB,ManmadePlatform,CASSB_Nackawic Line Middle_Upper
CASSB,OTN-Global,CASSB-Nackawic Line Middle_Upper-VR2W-109550-2,OTN-GlobalCASSBCASSB-Nackawic Line Middle_Upper-VR2W-109550-2,VEMCO,VR2W,109550,45.9911,-67.21822,2014-08-09T15:15:00Z,2014-10-15T18:40:00Z,CASSB,ManmadePlatform,CASSB_Nackawic Line Middle_Upper
CASSB,OTN-Global,CASSB-Coac Reach smolt 2015-VR2W-109550-2015,OTN-GlobalCASSBCASSB-Coac Reach smolt 2015-VR2W-109550-2015,VEMCO,VR2W,109550,45.93534,-67.08386,2015-05-07T14:10:00Z,2016-10-04T14:25:00Z,CASSB,ManmadePlatform,CASSB_Coac Reach smolt 2015
CASSB,OTN-Global,CASSB-Longs Creek winter 2014-5-VR2W-109550-2014,OTN-GlobalCASSBCASSB-Longs Creek winter 2014-5-VR2W-109550-2014,VEMCO,VR2W,109550,45.87894,-66.92711,2014-10-30T22:21:00Z,2015-05-05T18:45:00Z,CASSB,ManmadePlatform,CASSB_Longs Creek winter 2014-5
CASSB,OTN-Global,CASSB-Washademoak Entry Channel-VR2W-109550-2016,OTN-GlobalCASSBCASSB-Washademoak Entry Channel-VR2W-109550-2016,VEMCO,VR2W,109550,45.71648,-66.07417,2016-10-14T13:30:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Washademoak Entry Channel
CASSB,OTN-Global,CASSB-Mactaquac Line smolt 2016-VR2W-122377-2016,OTN-GlobalCASSBCASSB-Mactaquac Line smolt 2016-VR2W-122377-2016,VEMCO,VR2W,122377,45.94566,-66.87859,2016-04-21T19:45:00Z,2016-11-04T17:30:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Line smolt 2016
CASSB,OTN-Global,CASSB-Coac Reach Line Middle-VR2W-124858-1,OTN-GlobalCASSBCASSB-Coac Reach Line Middle-VR2W-124858-1,VEMCO,VR2W,124858,45.93531,-67.08388,2014-05-07T15:30:00Z,2014-10-28T12:45:00Z,CASSB,ManmadePlatform,CASSB_Coac Reach Line Middle
CASSB,OTN-Global,CASSB-DS Tobique 1 winter 2015-6-VR2W-124858-2015,OTN-GlobalCASSBCASSB-DS Tobique 1 winter 2015-6-VR2W-124858-2015,VEMCO,VR2W,124858,46.76111,-67.69888,2015-10-20T17:45:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_DS Tobique 1 winter 2015-6
CASSB,OTN-Global,CASSB-Longs Creek Fork smolt 2015-VR2W-124858-2015,OTN-GlobalCASSBCASSB-Longs Creek Fork smolt 2015-VR2W-124858-2015,VEMCO,VR2W,124858,45.85642,-66.91107,2015-05-07T18:50:00Z,2015-10-15T18:50:00Z,CASSB,ManmadePlatform,CASSB_Longs Creek Fork smolt 2015
CASSB,OTN-Global,CASSB-Mactaquac Line Left-VR2W-124859-1,OTN-GlobalCASSBCASSB-Mactaquac Line Left-VR2W-124859-1,VEMCO,VR2W,124859,45.94542,-66.87857,2014-05-08T14:35:00Z,2014-10-14T03:00:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Line Left
CASSB,OTN-Global,CASSB-Beechwood winter 2014-5-VR2W-124859-2014,OTN-GlobalCASSBCASSB-Beechwood winter 2014-5-VR2W-124859-2014,VEMCO,VR2W,124859,46.51933,-67.61655,2014-10-30T18:50:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Beechwood winter 2014-5
CASSB,OTN-Global,CASSB-Scoodawabscook Line Middle-VR2W-124860-1,OTN-GlobalCASSBCASSB-Scoodawabscook Line Middle-VR2W-124860-1,VEMCO,VR2W,124860,45.87706,-66.94169,2014-05-06T17:35:00Z,2014-10-28T17:30:00Z,CASSB,ManmadePlatform,CASSB_Scoodawabscook Line Middle
CASSB,OTN-Global,CASSB-Lower Prince William smolt 2015-VR2W-124860-2015,OTN-GlobalCASSBCASSB-Lower Prince William smolt 2015-VR2W-124860-2015,VEMCO,VR2W,124860,45.89523,-66.99518,2015-05-08T13:07:00Z,2016-10-12T18:08:00Z,CASSB,ManmadePlatform,CASSB_Lower Prince William smolt 2015
CASSB,OTN-Global,CASSB-Brown's Flat-VR2W-124860-2017-07-24T15,OTN-GlobalCASSBCASSB-Brown's Flat-VR2W-124860-2017-07-24T15,VEMCO,VR2W,124860,45.46663,-66.11319,2017-07-24T18:50:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Brown's Flat
CASSB,OTN-Global,CASSB-Washademoak Mid-VR2W-124860-2016,OTN-GlobalCASSBCASSB-Washademoak Mid-VR2W-124860-2016,VEMCO,VR2W,124860,45.77566,-65.99618,2016-11-06T16:08:00Z,2017-06-13T17:12:00Z,CASSB,ManmadePlatform,CASSB_Washademoak Mid
CASSB,OTN-Global,CASSB-Nackawic Line smolt 2015-VR2W-124861-2015,OTN-GlobalCASSBCASSB-Nackawic Line smolt 2015-VR2W-124861-2015,VEMCO,VR2W,124861,45.99038,-67.21857,2015-05-06T14:10:00Z,2015-10-15T21:50:00Z,CASSB,ManmadePlatform,CASSB_Nackawic Line smolt 2015
CASSB,OTN-Global,CASSB-Kingsclear Line Left-VR2W-124861-1,OTN-GlobalCASSBCASSB-Kingsclear Line Left-VR2W-124861-1,VEMCO,VR2W,124861,45.8945,-66.91902,2014-05-06T18:45:00Z,2014-10-29T14:15:00Z,CASSB,ManmadePlatform,CASSB_Kingsclear Line Left
CASSB,OTN-Global,CASSB-DS Tobique 4 winter 2015-6-VR2W-124861-2015,OTN-GlobalCASSBCASSB-DS Tobique 4 winter 2015-6-VR2W-124861-2015,VEMCO,VR2W,124861,46.61197,-67.71399,2015-10-20T21:10:00Z,2016-10-17T18:30:00Z,CASSB,ManmadePlatform,CASSB_DS Tobique 4 winter 2015-6
CASSB,OTN-Global,CASSB-Burpee Bar-VR2W-124861-2017-06-15T12,OTN-GlobalCASSBCASSB-Burpee Bar-VR2W-124861-2017-06-15T12,VEMCO,VR2W,124861,45.97141,-66.79065,2017-06-15T15:19:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Burpee Bar
CASSB,OTN-Global,CASSB-Darlings Deep hole-VR2W-124861-2016,OTN-GlobalCASSBCASSB-Darlings Deep hole-VR2W-124861-2016,VEMCO,VR2W,124861,45.49895,-65.87843,2016-11-05T16:04:00Z,2017-06-07T16:48:00Z,CASSB,ManmadePlatform,CASSB_Darlings Deep hole
CASSB,OTN-Global,CASSB-Coac Stream Line smolt 2016-VR2W-124862-2016,OTN-GlobalCASSBCASSB-Coac Stream Line smolt 2016-VR2W-124862-2016,VEMCO,VR2W,124862,45.97134,-67.16142,2016-04-20T19:35:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Coac Stream Line smolt 2016
CASSB,OTN-Global,CASSB-Scoodawabscook Line smolt 2015-VR2W-124862-2015,OTN-GlobalCASSBCASSB-Scoodawabscook Line smolt 2015-VR2W-124862-2015,VEMCO,VR2W,124862,45.87789,-66.94083,2015-05-07T18:10:00Z,2015-10-15T17:10:00Z,CASSB,ManmadePlatform,CASSB_Scoodawabscook Line smolt 2015
CASSB,OTN-Global,CASSB-Mactaquac Causeway summer 2014-VR2W-124862-2014-07-22T11,OTN-GlobalCASSBCASSB-Mactaquac Causeway summer 2014-VR2W-124862-2014-07-22T11,VEMCO,VR2W,124862,45.97362,-66.88496,2014-07-22T14:35:00Z,2014-11-21T17:45:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Causeway summer 2014
CASSB,OTN-Global,CASSB-Mactaquac Causeway-VR2W-124862-1,OTN-GlobalCASSBCASSB-Mactaquac Causeway-VR2W-124862-1,VEMCO,VR2W,124862,45.97476,-66.88736,2014-05-05T13:30:00Z,2014-07-22T14:34:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Causeway
CASSB,OTN-Global,CASSB-Lower kennebecasis South-VR2W-124863-2015,OTN-GlobalCASSBCASSB-Lower kennebecasis South-VR2W-124863-2015,VEMCO,VR2W,124863,45.32854,-66.08139,2015-08-11T18:45:00Z,2015-11-04T18:13:00Z,CASSB,ManmadePlatform,CASSB_Lower kennebecasis South
CASSB,OTN-Global,CASSB-Tip of Darlings Island-VR2W-124863-2015,OTN-GlobalCASSBCASSB-Tip of Darlings Island-VR2W-124863-2015,VEMCO,VR2W,124863,45.5199,-65.86627,2015-11-12T18:20:00Z,2016-11-05T15:20:00Z,CASSB,ManmadePlatform,CASSB_Tip of Darlings Island
CASSB,OTN-Global,CASSB-Salmon River 2-VR2W-124863-2017-05-08T11,OTN-GlobalCASSBCASSB-Salmon River 2-VR2W-124863-2017-05-08T11,VEMCO,VR2W,124863,46.14433,-65.92693,2017-05-08T14:41:00Z,2017-08-18T13:42:00Z,CASSB,ManmadePlatform,CASSB_Salmon River 2
CASSB,OTN-Global,CASSB-Coac Reach Line Right-VR2W-124863-1,OTN-GlobalCASSBCASSB-Coac Reach Line Right-VR2W-124863-1,VEMCO,VR2W,124863,45.93214,-67.08675,2014-05-07T15:00:00Z,2015-07-29T18:00:00Z,CASSB,ManmadePlatform,CASSB_Coac Reach Line Right
CASSB,OTN-Global,CASSB-Grand Bay Mid-VR2W-124864-2015,OTN-GlobalCASSBCASSB-Grand Bay Mid-VR2W-124864-2015,VEMCO,VR2W,124864,45.29966,-66.16714,2015-08-11T15:26:00Z,2015-11-04T17:41:00Z,CASSB,ManmadePlatform,CASSB_Grand Bay Mid
CASSB,OTN-Global,CASSB-Gondola Point 2-VR2W-124864-2015,OTN-GlobalCASSBCASSB-Gondola Point 2-VR2W-124864-2015,VEMCO,VR2W,124864,45.457733,-65.96385,2015-11-05T17:40:00Z,2016-11-10T00:05:00Z,CASSB,ManmadePlatform,CASSB_Gondola Point 2
CASSB,OTN-Global,CASSB-Entry channel of Belleisle Bay-VR2W-124864-2017-05-31T11,OTN-GlobalCASSBCASSB-Entry channel of Belleisle Bay-VR2W-124864-2017-05-31T11,VEMCO,VR2W,124864,45.56175,-66.01411,2017-05-31T14:30:00Z,2017-09-22T17:33:00Z,CASSB,ManmadePlatform,CASSB_Entry channel of Belleisle Bay
CASSB,OTN-Global,CASSB-Coac Reach Line Left-VR2W-124864-1,OTN-GlobalCASSBCASSB-Coac Reach Line Left-VR2W-124864-1,VEMCO,VR2W,124864,45.93832,-67.08083,2014-05-07T15:55:00Z,2015-07-29T18:00:00Z,CASSB,ManmadePlatform,CASSB_Coac Reach Line Left
CASSB,OTN-Global,CASSB-Coac Stream Line Right-VR2W-124865-1,OTN-GlobalCASSBCASSB-Coac Stream Line Right-VR2W-124865-1,VEMCO,VR2W,124865,45.97093,-67.16227,2014-05-07T17:00:00Z,2014-10-28T13:40:00Z,CASSB,ManmadePlatform,CASSB_Coac Stream Line Right
CASSB,OTN-Global,CASSB-DS Tobique 3 winter 2015-6-VR2W-124865-2015,OTN-GlobalCASSBCASSB-DS Tobique 3 winter 2015-6-VR2W-124865-2015,VEMCO,VR2W,124865,46.67035,-67.72327,2015-10-21T16:20:00Z,2016-10-17T18:50:00Z,CASSB,ManmadePlatform,CASSB_DS Tobique 3 winter 2015-6
CASSB,OTN-Global,CASSB-Pokiok smolt 2015-VR2W-124865-2015,OTN-GlobalCASSBCASSB-Pokiok smolt 2015-VR2W-124865-2015,VEMCO,VR2W,124865,45.95925,-67.25334,2015-05-07T16:30:00Z,2015-10-15T22:25:00Z,CASSB,ManmadePlatform,CASSB_Pokiok smolt 2015
CASSB,OTN-Global,CASSB-Kennebecasis South-VR2W-124865-2017-07-10T12,OTN-GlobalCASSBCASSB-Kennebecasis South-VR2W-124865-2017-07-10T12,VEMCO,VR2W,124865,45.32872,-66.08102,2017-07-10T15:08:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Kennebecasis South
CASSB,OTN-Global,CASSB-Upper Washademoak-VR2W-124865-2016,OTN-GlobalCASSBCASSB-Upper Washademoak-VR2W-124865-2016,VEMCO,VR2W,124865,45.86216,-65.92607,2016-11-06T18:55:00Z,2017-06-13T14:54:00Z,CASSB,ManmadePlatform,CASSB_Upper Washademoak
CASSB,OTN-Global,CASSB-Victoria Beach-VR2W-124866-2015,OTN-GlobalCASSBCASSB-Victoria Beach-VR2W-124866-2015,VEMCO,VR2W,124866,45.42929,-66.16737,2015-09-26T18:00:00Z,2016-10-21T17:08:00Z,CASSB,ManmadePlatform,CASSB_Victoria Beach
CASSB,OTN-Global,CASSB-Mactaquac Line Right-VR2W-124866-1,OTN-GlobalCASSBCASSB-Mactaquac Line Right-VR2W-124866-1,VEMCO,VR2W,124866,45.94436,-66.87222,2014-05-08T13:56:00Z,2014-10-14T03:00:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Line Right
CASSB,OTN-Global,CASSB-Grand Lake Upper-VR2W-124866-2,OTN-GlobalCASSBCASSB-Grand Lake Upper-VR2W-124866-2,VEMCO,VR2W,124866,46.08633,-65.94706,2014-11-06T19:30:00Z,2015-09-25T15:04:00Z,CASSB,ManmadePlatform,CASSB_Grand Lake Upper
CASSB,OTN-Global,CASSB-Kennebecasis North-VR2W-124866-2017-07-10T11,OTN-GlobalCASSBCASSB-Kennebecasis North-VR2W-124866-2017-07-10T11,VEMCO,VR2W,124866,45.33817,-66.08722,2017-07-10T14:31:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Kennebecasis North
CASSB,OTN-Global,CASSB-Above Big Cove-VR2W-124866-2016,OTN-GlobalCASSBCASSB-Above Big Cove-VR2W-124866-2016,VEMCO,VR2W,124866,45.78943,-65.96644,2016-11-06T15:06:00Z,2017-06-13T15:49:00Z,CASSB,ManmadePlatform,CASSB_Above Big Cove
CASSB,OTN-Global,CASSB-HRAA-VR2W-124867-2016,OTN-GlobalCASSBCASSB-HRAA-VR2W-124867-2016,VEMCO,VR2W,124867,45.45679,-65.90665,2016-04-13T17:00:00Z,2016-11-05T20:30:00Z,CASSB,ManmadePlatform,CASSB_HRAA
CASSB,OTN-Global,CASSB-Mactaquac Line smolt 2015-VR2W-124867-2015,OTN-GlobalCASSBCASSB-Mactaquac Line smolt 2015-VR2W-124867-2015,VEMCO,VR2W,124867,45.94492,-66.87191,2015-05-07T21:00:00Z,2015-06-29T19:30:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Line smolt 2015
CASSB,OTN-Global,CASSB-Nackawic Line Right-VR2W-124867-1,OTN-GlobalCASSBCASSB-Nackawic Line Right-VR2W-124867-1,VEMCO,VR2W,124867,45.98912,-67.21977,2014-05-07T19:00:00Z,2014-10-15T18:25:00Z,CASSB,ManmadePlatform,CASSB_Nackawic Line Right
CASSB,OTN-Global,CASSB-Mactaquac arm adult 2015-VR2W-124867-2015,OTN-GlobalCASSBCASSB-Mactaquac arm adult 2015-VR2W-124867-2015,VEMCO,VR2W,124867,45.97924,-66.89011,2015-07-10T18:25:00Z,2015-10-09T16:00:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac arm adult 2015
CASSB,OTN-Global,CASSB-Nackawic winter 2014-5-VR2W-124867-2014,OTN-GlobalCASSBCASSB-Nackawic winter 2014-5-VR2W-124867-2014,VEMCO,VR2W,124867,45.98875,-67.22126,2014-10-30T21:20:00Z,2015-05-05T16:00:00Z,CASSB,ManmadePlatform,CASSB_Nackawic winter 2014-5
CASSB,OTN-Global,CASSB-Victoria Beach-VR2W-124867-2017-07-24T16,OTN-GlobalCASSBCASSB-Victoria Beach-VR2W-124867-2017-07-24T16,VEMCO,VR2W,124867,45.39307,-66.16731,2017-07-24T19:21:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Victoria Beach
CASSB,OTN-Global,CASSB-Sturgeon run upper-VR2W-124867-2016,OTN-GlobalCASSBCASSB-Sturgeon run upper-VR2W-124867-2016,VEMCO,VR2W,124867,45.8089,-66.12342,2016-11-18T14:24:00Z,2017-07-19T19:30:00Z,CASSB,ManmadePlatform,CASSB_Sturgeon run upper
CASSB,OTN-Global,CASSB-Nackawic Line Middle-VR2W-124868-1,OTN-GlobalCASSBCASSB-Nackawic Line Middle-VR2W-124868-1,VEMCO,VR2W,124868,45.9911,-67.21822,2014-05-07T18:50:00Z,2014-10-15T18:40:00Z,CASSB,ManmadePlatform,CASSB_Nackawic Line Middle
CASSB,OTN-Global,CASSB-Lower Kennebecasis North-VR2W-124868-2015,OTN-GlobalCASSBCASSB-Lower Kennebecasis North-VR2W-124868-2015,VEMCO,VR2W,124868,45.33824,-66.087222,2015-11-04T05:48:00Z,2016-09-25T17:19:00Z,CASSB,ManmadePlatform,CASSB_Lower Kennebecasis North
CASSB,OTN-Global,CASSB-Washademoak Lower-VR2W-124868-2,OTN-GlobalCASSBCASSB-Washademoak Lower-VR2W-124868-2,VEMCO,VR2W,124868,45.77558,-65.99628,2014-11-06T17:35:00Z,2015-11-03T21:10:00Z,CASSB,ManmadePlatform,CASSB_Washademoak Lower
CASSB,OTN-Global,CASSB-Grand Lake wintering 2-VR2W-124868-2017-09-08T15,OTN-GlobalCASSBCASSB-Grand Lake wintering 2-VR2W-124868-2017-09-08T15,VEMCO,VR2W,124868,46.03815,-66.00285,2017-09-08T18:45:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Grand Lake wintering 2
CASSB,OTN-Global,CASSB-Otnabog-VR2W-124868-2016,OTN-GlobalCASSBCASSB-Otnabog-VR2W-124868-2016,VEMCO,VR2W,124868,45.69963,-66.09538,2016-10-09T19:00:00Z,2017-07-25T17:33:00Z,CASSB,ManmadePlatform,CASSB_Otnabog
CASSB,OTN-Global,CASSB-Coac Stream winter 2015-6-VR2W-124869-2015,OTN-GlobalCASSBCASSB-Coac Stream winter 2015-6-VR2W-124869-2015,VEMCO,VR2W,124869,45.97435,-67.1725,2015-10-23T03:00:00Z,2016-04-20T19:50:00Z,CASSB,ManmadePlatform,CASSB_Coac Stream winter 2015-6
CASSB,OTN-Global,CASSB-Mactaquac Line Middle-VR2W-124869-1,OTN-GlobalCASSBCASSB-Mactaquac Line Middle-VR2W-124869-1,VEMCO,VR2W,124869,45.94503,-66.87519,2014-05-08T13:30:00Z,2014-07-08T16:00:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Line Middle
CASSB,OTN-Global,CASSB-Mactaquac Line Middle-VR2W-124869-2,OTN-GlobalCASSBCASSB-Mactaquac Line Middle-VR2W-124869-2,VEMCO,VR2W,124869,45.95448,-66.87395,2014-07-22T13:20:00Z,2014-11-21T13:00:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Line Middle
CASSB,OTN-Global,CASSB-Lower Prince William Line smolt 2016-VR2W-124869-2016,OTN-GlobalCASSBCASSB-Lower Prince William Line smolt 2016-VR2W-124869-2016,VEMCO,VR2W,124869,45.89602,-66.99713,2016-04-27T19:35:00Z,2016-10-12T17:40:00Z,CASSB,ManmadePlatform,CASSB_Lower Prince William Line smolt 2016
CASSB,OTN-Global,CASSB-Mactaquac causeway adult 2015-VR2W-124869-2015,OTN-GlobalCASSBCASSB-Mactaquac causeway adult 2015-VR2W-124869-2015,VEMCO,VR2W,124869,45.97308,-66.88525,2015-07-10T18:00:00Z,2015-10-09T16:20:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac causeway adult 2015
CASSB,OTN-Global,CASSB-Gagetown upper-VR2W-124869-2017-07-19T17,OTN-GlobalCASSBCASSB-Gagetown upper-VR2W-124869-2017-07-19T17,VEMCO,VR2W,124869,45.8109,-66.1253,2017-07-19T20:47:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_Gagetown upper
CASSB,OTN-Global,CASSB-Mactaquac spillway smolt 2015-VR2W-124869-2015,OTN-GlobalCASSBCASSB-Mactaquac spillway smolt 2015-VR2W-124869-2015,VEMCO,VR2W,124869,45.95083,-66.87283,2015-05-08T14:50:00Z,2015-07-10T18:00:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac spillway smolt 2015
CASSB,OTN-Global,CASSB-Red Cabin-VR2W-124869-2016,OTN-GlobalCASSBCASSB-Red Cabin-VR2W-124869-2016,VEMCO,VR2W,124869,45.74892,-65.00266,2016-11-06T16:27:00Z,2017-06-13T17:24:00Z,CASSB,ManmadePlatform,CASSB_Red Cabin
CASSB,OTN-Global,CASSB-Corey Cabin-VR2W-124870-2015,OTN-GlobalCASSBCASSB-Corey Cabin-VR2W-124870-2015,VEMCO,VR2W,124870,45.56311,-65.9705,2015-10-13T18:30:00Z,2016-05-03T14:49:00Z,CASSB,ManmadePlatform,CASSB_Corey Cabin
CASSB,OTN-Global,CASSB-Evandale Ferry-VR2W-124870-2,OTN-GlobalCASSBCASSB-Evandale Ferry-VR2W-124870-2,VEMCO,VR2W,124870,45.60348,-66.05064,2014-11-06T13:15:00Z,2015-09-28T21:00:00Z,CASSB,ManmadePlatform,CASSB_Evandale Ferry
CASSB,OTN-Global,CASSB-Nackawic Line Left-VR2W-124870-1,OTN-GlobalCASSBCASSB-Nackawic Line Left-VR2W-124870-1,VEMCO,VR2W,124870,45.99352,-67.2179,2014-05-07T19:15:00Z,2014-10-15T18:55:00Z,CASSB,ManmadePlatform,CASSB_Nackawic Line Left
CASSB,OTN-Global,CASSB-The key hole-VR2W-124870-2017-06-05T12,OTN-GlobalCASSBCASSB-The key hole-VR2W-124870-2017-06-05T12,VEMCO,VR2W,124870,45.93512,-66.06304,2017-06-05T15:00:00Z,1900-01-01T00:00:00Z,CASSB,ManmadePlatform,CASSB_The key hole
CASSB,OTN-Global,CASSB-Entry channel of Belleisle Bay-VR2W-124870-2016,OTN-GlobalCASSBCASSB-Entry channel of Belleisle Bay-VR2W-124870-2016,VEMCO,VR2W,124870,45.56182,-66.01387,2016-05-10T13:40:00Z,2017-05-31T14:30:00Z,CASSB,ManmadePlatform,CASSB_Entry channel of Belleisle Bay
CASSB,OTN-Global,CASSB-Hartland winter 2015-6-VR2W-124894-2015,OTN-GlobalCASSBCASSB-Hartland winter 2015-6-VR2W-124894-2015,VEMCO,VR2W,124894,46.2914,-67.52446,2015-11-17T20:40:00Z,2016-11-08T20:50:00Z,CASSB,ManmadePlatform,CASSB_Hartland winter 2015-6
